root_path_id	root_name	component_class	enabled
14453	Shipyard_unityclient	TransformParentHierarchyBehaviour	0
14453	Shipyard_unityclient	RelativeParentTransformChildHierarchyBehaviour	0
14453	Shipyard_unityclient	StaticGlobalTransformBehaviour	0
14453	Shipyard_unityclient	StaticLocalTransformBehaviour	0
14453	Shipyard_unityclient	TrackedEntityLoadClientVisualizer	0
14454	Shipyard_unityworker	<Transform>	
14454	Shipyard_unityworker	ShipyardVisualizer	0
14454	Shipyard_unityworker	SalvageableItemVisualiser	0
14454	Shipyard_unityworker	ShipHullEditorVisualizer	0
14454	Shipyard_unityworker	FixedUpdateTransformNature	1
14454	Shipyard_unityworker	Shipyard	1
14454	Shipyard_unityworker	ScannableGUID	1
14454	Shipyard_unityworker	PlaceableItem	1
14454	Shipyard_unityworker	PlayerImportance	1
14454	Shipyard_unityworker	BuildingPlacementSpecialRule	0
14454	Shipyard_unityworker	TransformOffsetsRegistry	1
14454	Shipyard_unityworker	TransformParentHierarchyBehaviour	0
14454	Shipyard_unityworker	RelativeParentTransformChildHierarchyBehaviour	0
14454	Shipyard_unityworker	StaticGlobalTransformBehaviour	0
14454	Shipyard_unityworker	StaticLocalTransformBehaviour	0
14454	Shipyard_unityworker	ParentEntityBehaviour	0
14454	Shipyard_unityworker	PerformanceImpactEstimate	1
14454	Shipyard_unityworker	EmptySpaceQueryBehaviour	0
14695	Shipyard_dome_LOD2	<Transform>	
14695	Shipyard_dome_LOD2	<MeshFilter>	
14695	Shipyard_dome_LOD2	<MeshRenderer>	
17434	shipyard_dome_LOD0	<Transform>	
17434	shipyard_dome_LOD0	<MeshFilter>	
17434	shipyard_dome_LOD0	<MeshRenderer>	
17647	shipyard_dome_LOD1	<Transform>	
17647	shipyard_dome_LOD1	<MeshFilter>	
17647	shipyard_dome_LOD1	<MeshRenderer>	
21360	ShipFrame01_unityclient	<Transform>	
21360	ShipFrame01_unityclient	TransformNature	1
21360	ShipFrame01_unityclient	ParentingMassAdderVisualizer	0
21360	ShipFrame01_unityclient	ShipLiftVisualizer	0
21360	ShipFrame01_unityclient	ShipReclaimVisualizer	0
21360	ShipFrame01_unityclient	ShipControlsVisualizer	0
21360	ShipFrame01_unityclient	SalvageableItemVisualiser	0
21360	ShipFrame01_unityclient	FuelVisualizer	0
21360	ShipFrame01_unityclient	OriginalMassVisualizer	0
21360	ShipFrame01_unityclient	ShipControlInputVisualizer	0
21360	ShipFrame01_unityclient	LightningGeneratorVisualizer	0
21360	ShipFrame01_unityclient	LightningStrikableVisualizer	0
21360	ShipFrame01_unityclient	RigidbodyCollisionVisualizer	0
21360	ShipFrame01_unityclient	DeteriorateVisualizerClient	0
21360	ShipFrame01_unityclient	ParentMaterialPropertyController	1
21360	ShipFrame01_unityclient	ComponentMaterialProperties	1
21360	ShipFrame01_unityclient	ComponentMaterialColors	1
21360	ShipFrame01_unityclient	UidVisualizer	0
21360	ShipFrame01_unityclient	ShipImposter	1
21360	ShipFrame01_unityclient	ImposterController	1
21360	ShipFrame01_unityclient	ShipAtlasPulseVisualizer	0
21360	ShipFrame01_unityclient	PersonalRespawnerPulseEffect	1
21360	ShipFrame01_unityclient	CraftableSpawningVisualizer	0
21360	ShipFrame01_unityclient	TrackedEntityLoadClientVisualizer	0
21360	ShipFrame01_unityclient	ShipCrashingSfxVisualiser	0
21360	ShipFrame01_unityclient	DockableVisualizer	0
21360	ShipFrame01_unityclient	CustomShipFrameVisualizer	0
21360	ShipFrame01_unityclient	ShipLoadedVerifier	0
21360	ShipFrame01_unityclient	LocationAnchorEntity	1
21360	ShipFrame01_unityclient	ShipRegisteredReviversVisualizer	0
21360	ShipFrame01_unityclient	SSPDeadReckoningVisualizer	0
21360	ShipFrame01_unityclient	TransformOffsetsRegistry	1
21360	ShipFrame01_unityclient	TransformParentHierarchyBehaviour	0
21360	ShipFrame01_unityclient	TransformChildHierarchyBehaviour	0
21361	ShipFrame01_unityworker	<Transform>	
21361	ShipFrame01_unityworker	TransformNature	1
21361	ShipFrame01_unityworker	ParentingMassAdderVisualizer	0
21361	ShipFrame01_unityworker	ShipLiftVisualizer	0
21361	ShipFrame01_unityworker	ShipReclaimVisualizer	0
21361	ShipFrame01_unityworker	ShipControlsVisualizer	0
21361	ShipFrame01_unityworker	ShipPhysicalityVisualizer	0
21361	ShipFrame01_unityworker	SelfRighteningVisualizer	0
21361	ShipFrame01_unityworker	WindPhysicsVisualizer	0
21361	ShipFrame01_unityworker	WallTorquePhysicsVisualizer	1
21361	ShipFrame01_unityworker	ShipControlVisualizer	0
21361	ShipFrame01_unityworker	DifferentialMovement	1
21361	ShipFrame01_unityworker	ShipMotionVisualizer	0
21361	ShipFrame01_unityworker	LightningAttractorVisualizer	0
21361	ShipFrame01_unityworker	ShipBoundsVisualizer	0
21361	ShipFrame01_unityworker	ShipDeckSpawningVisualizer	0
21361	ShipFrame01_unityworker	RigidbodyCollisionBehaviour	0
21361	ShipFrame01_unityworker	OnCollisionEnterDispatcher	1
21361	ShipFrame01_unityworker	OnCollisionStayDispatcher	1
21361	ShipFrame01_unityworker	RelativeParentBehaviour	1
21361	ShipFrame01_unityworker	RelativeParentMarker	1
21361	ShipFrame01_unityworker	OnCollisionExitDispatcher	1
21361	ShipFrame01_unityworker	DeteriorateVisualiser	0
21361	ShipFrame01_unityworker	FSimDummyShipReadersVisualizer	0
21361	ShipFrame01_unityworker	WorldEdgePushback	0
21361	ShipFrame01_unityworker	ShipPositionDebugger	1
21361	ShipFrame01_unityworker	ShipAbandonedBehaviour	0
21361	ShipFrame01_unityworker	DockableVisualizer	0
21361	ShipFrame01_unityworker	CustomShipFrameVisualizer	0
21361	ShipFrame01_unityworker	ShipLoadedVerifier	0
21361	ShipFrame01_unityworker	LocationAnchorEntity	1
21361	ShipFrame01_unityworker	ShipRegisteredReviversVisualizer	0
21361	ShipFrame01_unityworker	SSPDeadReckoningBehaviour	0
21361	ShipFrame01_unityworker	SSPDeadReckoningVisualizer	0
21361	ShipFrame01_unityworker	TransformOffsetsRegistry	1
21361	ShipFrame01_unityworker	TransformParentHierarchyBehaviour	0
21361	ShipFrame01_unityworker	TransformChildHierarchyBehaviour	0
21361	ShipFrame01_unityworker	ParentEntityBehaviour	0
21362	ShipFrameGhost_unityclient	<Transform>	
21362	ShipFrameGhost_unityclient	<Rigidbody>	
21362	ShipFrameGhost_unityclient	TransformNature	1
21362	ShipFrameGhost_unityclient	TransformOffsetsRegistry	1
21362	ShipFrameGhost_unityclient	TransformParentHierarchyBehaviour	0
21362	ShipFrameGhost_unityclient	TransformChildHierarchyBehaviour	0
21362	ShipFrameGhost_unityclient	ExactGlobalTransformBehaviour	0
21362	ShipFrameGhost_unityclient	ExactLocalTransformBehaviour	0
21363	ShipFrameGhost_unityworker	<Transform>	
21363	ShipFrameGhost_unityworker	<Rigidbody>	
21363	ShipFrameGhost_unityworker	TransformNature	1
21363	ShipFrameGhost_unityworker	TransformOffsetsRegistry	1
21363	ShipFrameGhost_unityworker	TransformParentHierarchyBehaviour	0
21363	ShipFrameGhost_unityworker	TransformChildHierarchyBehaviour	0
21363	ShipFrameGhost_unityworker	ExactGlobalTransformBehaviour	0
21363	ShipFrameGhost_unityworker	ExactLocalTransformBehaviour	0
21363	ShipFrameGhost_unityworker	LocalTransformUpdaterBehaviour	0
21363	ShipFrameGhost_unityworker	LocalTransformTeleportBehaviour	0
21363	ShipFrameGhost_unityworker	ParentEntityBehaviour	0
24650	Shipyard_Folding	<Transform>	
24650	Shipyard_Folding	<Animator>	
24650	Shipyard_Folding	MaterialPropertyBlockUpdater	1
24651	Shipyard_Folding	<Transform>	
24651	Shipyard_Folding	<Animator>	
26713	shipyard_dome	<Transform>	
26713	shipyard_dome	ShipyardDomeTrigger	1
26713	shipyard_dome	<SphereCollider>	
26713	shipyard_dome	SphereColliderAudio	1
26713	shipyard_dome	ScannableGUID	1
29028	ShipFrame02_unityclient	<Transform>	
29028	ShipFrame02_unityclient	TransformNature	1
29028	ShipFrame02_unityclient	ParentingMassAdderVisualizer	0
29028	ShipFrame02_unityclient	ShipLiftVisualizer	0
29028	ShipFrame02_unityclient	ShipReclaimVisualizer	0
29028	ShipFrame02_unityclient	ShipControlsVisualizer	0
29028	ShipFrame02_unityclient	SalvageableItemVisualiser	0
29028	ShipFrame02_unityclient	FuelVisualizer	0
29028	ShipFrame02_unityclient	OriginalMassVisualizer	0
29028	ShipFrame02_unityclient	ShipControlInputVisualizer	0
29028	ShipFrame02_unityclient	LightningGeneratorVisualizer	0
29028	ShipFrame02_unityclient	LightningStrikableVisualizer	0
29028	ShipFrame02_unityclient	RigidbodyCollisionVisualizer	0
29028	ShipFrame02_unityclient	DeteriorateVisualizerClient	0
29028	ShipFrame02_unityclient	ParentMaterialPropertyController	1
29028	ShipFrame02_unityclient	ComponentMaterialProperties	1
29028	ShipFrame02_unityclient	ComponentMaterialColors	1
29028	ShipFrame02_unityclient	UidVisualizer	0
29028	ShipFrame02_unityclient	ShipImposter	1
29028	ShipFrame02_unityclient	ImposterController	1
29028	ShipFrame02_unityclient	ShipAtlasPulseVisualizer	0
29028	ShipFrame02_unityclient	PersonalRespawnerPulseEffect	1
29028	ShipFrame02_unityclient	CraftableSpawningVisualizer	0
29028	ShipFrame02_unityclient	TrackedEntityLoadClientVisualizer	0
29028	ShipFrame02_unityclient	ShipCrashingSfxVisualiser	0
29028	ShipFrame02_unityclient	DockableVisualizer	0
29028	ShipFrame02_unityclient	CustomShipFrameVisualizer	0
29028	ShipFrame02_unityclient	ShipLoadedVerifier	0
29028	ShipFrame02_unityclient	LocationAnchorEntity	1
29028	ShipFrame02_unityclient	ShipRegisteredReviversVisualizer	0
29028	ShipFrame02_unityclient	SSPDeadReckoningVisualizer	0
29028	ShipFrame02_unityclient	TransformOffsetsRegistry	1
29028	ShipFrame02_unityclient	TransformParentHierarchyBehaviour	0
29028	ShipFrame02_unityclient	TransformChildHierarchyBehaviour	0
29029	ShipFrame02_unityworker	<Transform>	
29029	ShipFrame02_unityworker	TransformNature	1
29029	ShipFrame02_unityworker	ParentingMassAdderVisualizer	0
29029	ShipFrame02_unityworker	ShipLiftVisualizer	0
29029	ShipFrame02_unityworker	ShipReclaimVisualizer	0
29029	ShipFrame02_unityworker	ShipControlsVisualizer	0
29029	ShipFrame02_unityworker	ShipPhysicalityVisualizer	0
29029	ShipFrame02_unityworker	SelfRighteningVisualizer	0
29029	ShipFrame02_unityworker	WindPhysicsVisualizer	0
29029	ShipFrame02_unityworker	WallTorquePhysicsVisualizer	1
29029	ShipFrame02_unityworker	ShipControlVisualizer	0
29029	ShipFrame02_unityworker	DifferentialMovement	1
29029	ShipFrame02_unityworker	ShipMotionVisualizer	0
29029	ShipFrame02_unityworker	LightningAttractorVisualizer	0
29029	ShipFrame02_unityworker	ShipBoundsVisualizer	0
29029	ShipFrame02_unityworker	ShipDeckSpawningVisualizer	0
29029	ShipFrame02_unityworker	RigidbodyCollisionBehaviour	0
29029	ShipFrame02_unityworker	OnCollisionEnterDispatcher	1
29029	ShipFrame02_unityworker	OnCollisionStayDispatcher	1
29029	ShipFrame02_unityworker	RelativeParentBehaviour	1
29029	ShipFrame02_unityworker	RelativeParentMarker	1
29029	ShipFrame02_unityworker	OnCollisionExitDispatcher	1
29029	ShipFrame02_unityworker	DeteriorateVisualiser	0
29029	ShipFrame02_unityworker	FSimDummyShipReadersVisualizer	0
29029	ShipFrame02_unityworker	WorldEdgePushback	0
29029	ShipFrame02_unityworker	ShipPositionDebugger	1
29029	ShipFrame02_unityworker	ShipAbandonedBehaviour	0
29029	ShipFrame02_unityworker	DockableVisualizer	0
29029	ShipFrame02_unityworker	CustomShipFrameVisualizer	0
29029	ShipFrame02_unityworker	ShipLoadedVerifier	0
29029	ShipFrame02_unityworker	LocationAnchorEntity	1
29029	ShipFrame02_unityworker	ShipRegisteredReviversVisualizer	0
29029	ShipFrame02_unityworker	SSPDeadReckoningBehaviour	0
29029	ShipFrame02_unityworker	SSPDeadReckoningVisualizer	0
29029	ShipFrame02_unityworker	TransformOffsetsRegistry	1
29029	ShipFrame02_unityworker	TransformParentHierarchyBehaviour	0
29029	ShipFrame02_unityworker	TransformChildHierarchyBehaviour	0
29029	ShipFrame02_unityworker	ParentEntityBehaviour	0
31238	Traveller_unityclient	<Transform>	
31238	Traveller_unityclient	BoneAnimationReader	0
31238	Traveller_unityclient	PlayerVisualizer	0
31238	Traveller_unityclient	CharacterCustomisationVisualizer	0
31238	Traveller_unityclient	PlayerNameVisualizer	0
31238	Traveller_unityclient	FSimShotRequestProcessor	0
31238	Traveller_unityclient	CharacterRigSwitch	1
31238	Traveller_unityclient	ReplicatedMultitoolVisualizer	0
31238	Traveller_unityclient	ReplicatedScannerToolVisualizer	0
31238	Traveller_unityclient	PlayerPistolVisualizer	0
31238	Traveller_unityclient	FixedUpdateTransformNature	1
31238	Traveller_unityclient	NonPooling	1
31238	Traveller_unityclient	<Rigidbody>	
31238	Traveller_unityclient	WindControlRegistration	1
31238	Traveller_unityclient	UtilitySlotActivatedVisualizer	0
31238	Traveller_unityclient	MountedGunShooterVisualizer	0
31238	Traveller_unityclient	PlayerAudioController	0
31238	Traveller_unityclient	PlayerMusicalInstrumentVisualizer	0
31238	Traveller_unityclient	NonLocalPlayerRespawnVisualizer	0
31238	Traveller_unityclient	ComponentMaterialProperties	1
31238	Traveller_unityclient	RemotePlayerLayerHack	1
31238	Traveller_unityclient	MusicalInstrumentRemoteVisualizer	0
31238	Traveller_unityclient	SlotsVisualiser	1
31238	Traveller_unityclient	TransformOffsetsRegistry	1
31238	Traveller_unityclient	PlayerGenderVisualizer	0
31238	Traveller_unityclient	PlayerObserverCamVisualizer	0
31238	Traveller_unityclient	TransformParentHierarchyBehaviour	0
31238	Traveller_unityclient	RelativeParentTransformChildHierarchyBehaviour	0
31239	Traveller_unityworker	<Transform>	
31239	Traveller_unityworker	PlayerVisualizer	0
31239	Traveller_unityworker	CharacterCustomisationVisualizer	0
31239	Traveller_unityworker	FSimShotRequestProcessor	0
31239	Traveller_unityworker	CharacterRigSwitch	1
31239	Traveller_unityworker	FixedUpdateTransformNature	1
31239	Traveller_unityworker	NonPooling	1
31239	Traveller_unityworker	<Rigidbody>	
31239	Traveller_unityworker	WindControlRegistration	1
31239	Traveller_unityworker	UtilitySlotActivatedVisualizer	0
31239	Traveller_unityworker	MountedGunShooterVisualizer	0
31239	Traveller_unityworker	PlayerAudioController	0
31239	Traveller_unityworker	PhysicsLagPingReceiver	0
31239	Traveller_unityworker	RopeFsimSynchronizer	0
31239	Traveller_unityworker	PlayerShipParentingVisualizer	0
31239	Traveller_unityworker	DevelopmentCommandOutputObserver	0
31239	Traveller_unityworker	FsimFpsObserver	0
31239	Traveller_unityworker	PlayerPushVisualizer	0
31239	Traveller_unityworker	FSimTimeBehaviour	0
31239	Traveller_unityworker	EacFsimPlayerBehaviour	0
31239	Traveller_unityworker	FSIMPlayerHealthBehaviour	0
31239	Traveller_unityworker	PilotPhysicsVisualizer	0
31239	Traveller_unityworker	SlotsVisualiser	1
31239	Traveller_unityworker	TransformOffsetsRegistry	1
31239	Traveller_unityworker	PlayerGenderVisualizer	0
31239	Traveller_unityworker	PlayerObserverCamVisualizer	0
31239	Traveller_unityworker	TransformParentHierarchyBehaviour	0
31239	Traveller_unityworker	RelativeParentTransformChildHierarchyBehaviour	0
31239	Traveller_unityworker	ParentEntityBehaviour	0
34156	ShipFrame_unityclient	<Transform>	
34156	ShipFrame_unityclient	MeshGenerator	1
34156	ShipFrame_unityclient	<Rigidbody>	
34156	ShipFrame_unityclient	Ship	1
34156	ShipFrame_unityclient	ShipVisualizer	0
34156	ShipFrame_unityclient	FixedUpdateTransformNature	1
34156	ShipFrame_unityclient	CraftedItemMaterialVisualizer	0
34156	ShipFrame_unityclient	NonPooling	1
34156	ShipFrame_unityclient	ShipAmbientSfxVisualizer	1
34156	ShipFrame_unityclient	ParentingMassAdderVisualizer	0
34156	ShipFrame_unityclient	ShipLiftVisualizer	0
34156	ShipFrame_unityclient	ShipReclaimVisualizer	0
34156	ShipFrame_unityclient	ShipControlsVisualizer	0
34156	ShipFrame_unityclient	SalvageableItemVisualiser	0
34156	ShipFrame_unityclient	FuelVisualizer	0
34156	ShipFrame_unityclient	OriginalMassVisualizer	0
34156	ShipFrame_unityclient	ShipControlInputVisualizer	0
34156	ShipFrame_unityclient	LightningGeneratorVisualizer	0
34156	ShipFrame_unityclient	LightningStrikableVisualizer	0
34156	ShipFrame_unityclient	RigidbodyCollisionVisualizer	0
34156	ShipFrame_unityclient	DeteriorateVisualizerClient	0
34156	ShipFrame_unityclient	ParentMaterialPropertyController	1
34156	ShipFrame_unityclient	ComponentMaterialProperties	1
34156	ShipFrame_unityclient	ComponentMaterialColors	1
34156	ShipFrame_unityclient	UidVisualizer	0
34156	ShipFrame_unityclient	ShipImposter	1
34156	ShipFrame_unityclient	ImposterController	1
34156	ShipFrame_unityclient	ShipAtlasPulseVisualizer	0
34156	ShipFrame_unityclient	PersonalRespawnerPulseEffect	1
34156	ShipFrame_unityclient	CraftableSpawningVisualizer	0
34156	ShipFrame_unityclient	TrackedEntityLoadClientVisualizer	0
34156	ShipFrame_unityclient	ShipCrashingSfxVisualiser	0
34156	ShipFrame_unityclient	DockableVisualizer	0
34156	ShipFrame_unityclient	CustomShipFrameVisualizer	0
34156	ShipFrame_unityclient	ShipLoadedVerifier	0
34156	ShipFrame_unityclient	LocationAnchorEntity	1
34156	ShipFrame_unityclient	ShipRegisteredReviversVisualizer	0
34156	ShipFrame_unityclient	SSPDeadReckoningVisualizer	0
34156	ShipFrame_unityclient	TransformOffsetsRegistry	1
34156	ShipFrame_unityclient	TransformParentHierarchyBehaviour	0
34156	ShipFrame_unityclient	RelativeParentTransformChildHierarchyBehaviour	0
34156	ShipFrame_unityclient	TransformManageRigidbodyBehaviour	0
34156	ShipFrame_unityclient	TrackedEntityLoadClientVisualizer	0
34157	ShipFrame_unityworker	<Transform>	
34157	ShipFrame_unityworker	MeshGenerator	1
34157	ShipFrame_unityworker	<Rigidbody>	
34157	ShipFrame_unityworker	Ship	1
34157	ShipFrame_unityworker	ShipVisualizer	0
34157	ShipFrame_unityworker	FixedUpdateTransformNature	1
34157	ShipFrame_unityworker	NonPooling	1
34157	ShipFrame_unityworker	ParentingMassAdderVisualizer	0
34157	ShipFrame_unityworker	ShipLiftVisualizer	0
34157	ShipFrame_unityworker	ShipReclaimVisualizer	0
34157	ShipFrame_unityworker	ShipControlsVisualizer	0
34157	ShipFrame_unityworker	ShipPhysicalityVisualizer	0
34157	ShipFrame_unityworker	SelfRighteningVisualizer	0
34157	ShipFrame_unityworker	WindPhysicsVisualizer	0
34157	ShipFrame_unityworker	WallTorquePhysicsVisualizer	1
34157	ShipFrame_unityworker	ShipControlVisualizer	0
34157	ShipFrame_unityworker	DifferentialMovement	1
34157	ShipFrame_unityworker	ShipMotionVisualizer	0
34157	ShipFrame_unityworker	LightningAttractorVisualizer	0
34157	ShipFrame_unityworker	ShipBoundsVisualizer	0
34157	ShipFrame_unityworker	ShipDeckSpawningVisualizer	0
34157	ShipFrame_unityworker	RigidbodyCollisionBehaviour	0
34157	ShipFrame_unityworker	OnCollisionEnterDispatcher	1
34157	ShipFrame_unityworker	OnCollisionStayDispatcher	1
34157	ShipFrame_unityworker	RelativeParentBehaviour	1
34157	ShipFrame_unityworker	RelativeParentMarker	1
34157	ShipFrame_unityworker	OnCollisionExitDispatcher	1
34157	ShipFrame_unityworker	DeteriorateVisualiser	0
34157	ShipFrame_unityworker	FSimDummyShipReadersVisualizer	0
34157	ShipFrame_unityworker	WorldEdgePushback	0
34157	ShipFrame_unityworker	ShipPositionDebugger	1
34157	ShipFrame_unityworker	ShipAbandonedBehaviour	0
34157	ShipFrame_unityworker	DockableVisualizer	0
34157	ShipFrame_unityworker	CustomShipFrameVisualizer	0
34157	ShipFrame_unityworker	ShipLoadedVerifier	0
34157	ShipFrame_unityworker	LocationAnchorEntity	1
34157	ShipFrame_unityworker	ShipRegisteredReviversVisualizer	0
34157	ShipFrame_unityworker	SSPDeadReckoningBehaviour	0
34157	ShipFrame_unityworker	SSPDeadReckoningVisualizer	0
34157	ShipFrame_unityworker	TransformOffsetsRegistry	1
34157	ShipFrame_unityworker	TransformParentHierarchyBehaviour	0
34157	ShipFrame_unityworker	RelativeParentTransformChildHierarchyBehaviour	0
34157	ShipFrame_unityworker	TransformManageRigidbodyBehaviour	0
34157	ShipFrame_unityworker	RelativeParentTransformUpdater	0
34157	ShipFrame_unityworker	LocalTransformTeleportBehaviour	0
34157	ShipFrame_unityworker	ParentEntityBehaviour	0
34157	ShipFrame_unityworker	RelativeParentOverrideToGlobalBehaviour	0
34157	ShipFrame_unityworker	RelativeParentBehaviour	1
34157	ShipFrame_unityworker	RelativeParentMarker	1
34157	ShipFrame_unityworker	PerformanceImpactEstimate	1
34157	ShipFrame_unityworker	PlayerImportance	1
64365	Traveller@Player	<Transform>	
64365	Traveller@Player	CharacterCustomisationVisualizer	1
64365	Traveller@Player	CharacterRigSwitch	1
64386	VFX_Shipyard_Atomizer	<Transform>	
65348	Traveller@Player_unityclient	<Transform>	
65348	Traveller@Player_unityclient	LocalPlayerInit	0
65348	Traveller@Player_unityclient	CharacterCustomisationVisualizer	0
65348	Traveller@Player_unityclient	LeftArmAiming	0
65348	Traveller@Player_unityclient	CameraLinkVisualizer	1
65348	Traveller@Player_unityclient	RigidbodyBehaviour	1
65348	Traveller@Player_unityclient	PlayerCameraSubModeSwitch	1
65348	Traveller@Player_unityclient	ImpactObserver	0
65348	Traveller@Player_unityclient	CharacterRigSwitch	1
65348	Traveller@Player_unityclient	InputBehaviour	1
65348	Traveller@Player_unityclient	PlayerInputSetup	1
65348	Traveller@Player_unityclient	WindControlRegistration	1
65348	Traveller@Player_unityclient	BouyantPlayer	1
65348	Traveller@Player_unityclient	QuestGivingManager	1
65348	Traveller@Player_unityclient	ComponentMaterialProperties	1
65348	Traveller@Player_unityclient	PlayerLookingAt	1
65348	Traveller@Player_unityclient	ClientAuthoritativePlayerMovement	0
65348	Traveller@Player_unityclient	GearWearablesVisualizer	0
65348	Traveller@Player_unityclient	LeftArmAimingVisualizer	0
65348	Traveller@Player_unityclient	TeleportTransformVisualizer	0
65348	Traveller@Player_unityclient	TreeCuttingBehaviour	0
65348	Traveller@Player_unityclient	PlayerNameVisualizer	0
65348	Traveller@Player_unityclient	PlayerMultitoolVisualizer	0
65348	Traveller@Player_unityclient	PlayerEquipmentVisualizer	0
65348	Traveller@Player_unityclient	ScanningAgentVisualizer	0
65348	Traveller@Player_unityclient	PlayerScannerToolVisualizer	0
65348	Traveller@Player_unityclient	ScannerToolBehaviour	0
65348	Traveller@Player_unityclient	PlayerPistolBehaviour	0
65348	Traveller@Player_unityclient	PlayerMusicalInstrumentBehaviour	0
65348	Traveller@Player_unityclient	ImprobablePrefabProvider	1
65348	Traveller@Player_unityclient	PlayerPlacementToolBehaviour	0
65348	Traveller@Player_unityclient	PlacementPreview	1
65348	Traveller@Player_unityclient	ShipPartPlacement	1
65348	Traveller@Player_unityclient	NonPooling	1
65348	Traveller@Player_unityclient	FixedUpdateTransformNature	1
65348	Traveller@Player_unityclient	TransformOffsetsRegistry	1
65348	Traveller@Player_unityclient	TransformParentHierarchyBehaviour	0
65348	Traveller@Player_unityclient	RelativeParentTransformChildHierarchyBehaviour	0
65348	Traveller@Player_unityclient	FixedUpdateExactLocalTransformBehaviour	0
65348	Traveller@Player_unityclient	LocalTransformUpdaterBehaviour	0
65348	Traveller@Player_unityclient	LocalTransformTeleportBehaviour	0
65348	Traveller@Player_unityclient	PlayerTutorialMessages	1
65348	Traveller@Player_unityclient	ItemPlacingBehaviour	0
65348	Traveller@Player_unityclient	UtilitySlotActivatedBehaviour	0
65348	Traveller@Player_unityclient	MountedGunShooterBehaviour	0
65348	Traveller@Player_unityclient	MountedGunShooterVisualizer	0
65348	Traveller@Player_unityclient	LorePiecesCollectorVisualizer	0
65348	Traveller@Player_unityclient	BuilderVisualizer	0
65348	Traveller@Player_unityclient	InventoryVisualiser	0
65348	Traveller@Player_unityclient	MyPlayerIdVisualizer	0
65348	Traveller@Player_unityclient	PilotVisualizer	0
65348	Traveller@Player_unityclient	WorldStateVisualizer	0
65348	Traveller@Player_unityclient	ChatVisualizer	0
65348	Traveller@Player_unityclient	CameraCursorControlsVisualiser	0
65348	Traveller@Player_unityclient	FSimLagDetectionBehaviour	0
65348	Traveller@Player_unityclient	GSimLagDetectionBehaviour	0
65348	Traveller@Player_unityclient	InteractAgentObserver	0
65348	Traveller@Player_unityclient	TimedInteractionController	1
65348	Traveller@Player_unityclient	SalvagerAimerObserver	0
65348	Traveller@Player_unityclient	PlayerCraftingInteractionBehaviour	0
65348	Traveller@Player_unityclient	ReferenceDataVisualiser	0
65348	Traveller@Player_unityclient	InventoryModificationBehaviour	0
65348	Traveller@Player_unityclient	InteractAgentVisualiser	0
65348	Traveller@Player_unityclient	PlayerExternalDataVisualizer	0
65348	Traveller@Player_unityclient	RopeObserver	0
65348	Traveller@Player_unityclient	PlayerFeedbackBehaviour	0
65348	Traveller@Player_unityclient	RespawnVisualizer	0
65348	Traveller@Player_unityclient	PlayerAttachedVisualizer	0
65348	Traveller@Player_unityclient	UIFocusObserver	1
65348	Traveller@Player_unityclient	ChatSpeak	0
65348	Traveller@Player_unityclient	BuilderObserver	0
65348	Traveller@Player_unityclient	ShipControlsBehaviour	0
65348	Traveller@Player_unityclient	CustomisationSenderVisualiser	0
65348	Traveller@Player_unityclient	PhotoBookVisualizer	0
65348	Traveller@Player_unityclient	HealthUIVisualizer	0
65348	Traveller@Player_unityclient	PlayerPropertiesVisualiser	0
