itemTypeId	name	category	iconName	width	height	equippable	characterSlot	rarity	hasMeta	hasColours	hasRewards	description
scrapItem-crackedbinoculars	Cracked Binoculars	Salvage	scrap items/2x1_Cracked_Binoculars	2	1	False	None		True	False	True	
scrapItem-doorhandle	Door Handle	Salvage	scrap items/2x1_Doorhandle	2	1	False	None		True	False	True	
scrapItem-marimbiannosepipe	Marimbian Nosepipe	Salvage	scrap items/2x1_Marimbian_Nosepipe	1	2	False	None		True	False	True	
scrapItem-oldwrench	Old Wrench	Salvage	scrap items/2x1_oldWrench	2	1	False	None		True	False	True	
scrapItem-warlocksilverwhistle	Warlock's Silver Whistle	Salvage	scrap items/2x1_Silver_Birds_Whistle	1	2	False	None		True	False	True	
scrapItem-smashedcymbal	Smashed Cymbal	Salvage	scrap items/2x1_Smashed_Cymbal	1	2	False	None		True	False	True	
scrapItem-bustoftelemon	Bust Of Telemon	Salvage	scrap items/2x2.bustOfTelemon	2	2	False	None		True	False	True	
scrapItem-antiquelamp	Antique Lamp	Salvage	scrap items/2x2_Antique_Lamp	2	2	False	None		True	False	True	
scrapItem-bandinianbeeswaxtablet	Bandinian Beeswax Tablet	Salvage	scrap items/2x2_Bandinian_Beeswax_Tablet	2	2	False	None		True	False	True	
scrapItem-bathhousevalve	Bathhouse Valve	Salvage	scrap items/2x2_Bathhouse_Valve2	2	2	False	None		True	False	True	
scrapItem-boviaryharvester	Boviary Harvester	Salvage	scrap items/2x2_Boviary_Harvester2	2	2	False	None		True	False	True	
scrapItem-brokendrum	Broken Drum	Salvage	scrap items/2x2_Broken_Drum	2	2	False	None		True	False	True	
scrapItem-ceramicpot	Ceramic pot	Salvage	scrap items/2x2_Ceramic_pot	2	2	False	None		True	False	True	
scrapItem-childsball	Childs Ball	Salvage	scrap items/2x2_Childs_Ball	2	2	False	None		True	False	True	
scrapItem-childskitchenset	Childs Kitchen Set	Salvage	scrap items/2x2_Childs_KitchenSet	2	2	False	None		True	False	True	
scrapItem-clamp	Godhand Clamp	Salvage	scrap items/2x2_clamp	2	2	False	None		True	False	True	
scrapItem-cookingpot	Cooking Pot	Salvage	scrap items/2x2_Cooking_Pot	2	2	False	None		True	False	True	
scrapItem-coversleeve	Cover Sleeve	Salvage	scrap items/2x2_Cover_sleeve	2	2	False	None		True	False	True	
scrapItem-crackedhydraulicpins	Cracked Hydraulic Pins	Salvage	scrap items/2x2_Cracked_Hydraulic_Pins	2	2	False	None		True	False	True	
scrapItem-diningtrencher	Dining Trencher	Salvage	scrap items/2x2_Dining_Trencher	2	2	False	None		True	False	True	
scrapItem-fountainshards	Fountain Shards	Salvage	scrap items/2x2_Fountain_shards	2	2	False	None		True	False	True	
scrapItem-handchisel	Hand Chisel	Salvage	scrap items/2x2_Hand_Chisel	2	2	False	None		True	False	True	
scrapItem-imperialanimalbell	Imperial Animal Bell	Salvage	scrap items/2x2_Imperial_Animal_Bell	2	2	False	None		True	False	True	
scrapItem-defectiveowlcamera	Defective Owl Camera	Salvage	scrap items/2x2_Ishgiruan_Defective_Owl_Camera	2	2	False	None		True	False	True	
scrapItem-jarofmold	Jar of Mold	Salvage	scrap items/2x2_Jar_of_mold	2	2	False	None		True	False	True	
scrapItem-meltedcanonBall	Melted CanonBall	Salvage	scrap items/2x2_melted_CanonBall	2	2	False	None		True	False	True	
scrapItem-metalpot	Metal Pot	Salvage	scrap items/2x2_Metal_Pot	2	2	False	None		True	False	True	
scrapItem-momorosanfruitplatter	Momorosan Fruit Platter	Salvage	scrap items/2x2_Momorosan_Fruit_Platter2	2	2	False	None		True	False	True	
scrapItem-ornatemagnifyingglass	Ornate Magnifying Glass	Salvage	scrap items/2x2_Ornate_Magnifying_Glass	2	2	False	None		True	False	True	
scrapItem-plantpot	Plant Pot	Salvage	scrap items/2x2_Plant_Pot	2	2	False	None		True	False	True	
scrapItem-plinth	Decorative Plinth	Salvage	scrap items/2x2_plinth	2	2	False	None		True	False	True	
scrapItem-ruinedhelmet	Ruined Helmet	Salvage	scrap items/2x2_ruined_Helmet	2	2	False	None		True	False	True	
scrapItem-rustedmicroscope	Rusted Microscope	Salvage	scrap items/2x2_Rusted_Microscope	2	2	False	None		True	False	True	
scrapItem-publicaddresssystem	Public Address System	Salvage	scrap items/2x2_Saborian_Public_AddressSystem	2	2	False	None		True	False	True	
scrapItem-shatteredseismometer	Shattered Seismometer	Salvage	scrap items/2x2_Shattered_Seismometer	2	2	False	None		True	False	True	
scrapItem-signedphotoofkonstinivaduva	Signed Photograph of Konstini Vaduva	Salvage	scrap items/2x2_Signed_Photo_of_Konstini_Vaduva	2	2	False	None		True	False	True	
scrapItem-skiwax	Ski Wax	Salvage	scrap items/2x2_SkiWax	2	2	False	None		True	False	True	
scrapItem-skullofimhorta	Skull of Imhorta	Salvage	scrap items/2x2_SkullOfImHorta	2	2	False	None		True	False	True	
scrapItem-skyshipmooringcapstan	Skyship Mooring Capstan	Salvage	scrap items/2x2_Skyship_Mooring_Capstan	2	2	False	None		True	False	True	
scrapItem-smallplate	Small Plate	Salvage	scrap items/2x2_SmallPlate	2	2	False	None		True	False	True	
scrapItem-tackyornament	Tacky Ornament	Salvage	scrap items/2x2_TackyOrnament	2	2	False	None		True	False	True	
scrapItem-tincan	Tin Can	Salvage	scrap items/2x2_tinCan	2	2	False	None		True	False	True	
scrapItem-watergujimarketawning	Waterguji Market Awning	Salvage	scrap items/2x2_Waterguji_Market_Awning	2	2	False	None		True	False	True	
scrapItem-woodenbowl	Wooden Bowl	Salvage	scrap items/2x2_Wooden_bowl	2	2	False	None		True	False	True	
scrapItem-woollenquilt	Woollen Quilt	Salvage	scrap items/2x2_Woollen_Quilt	2	2	False	None		True	False	True	
scrapItem-atlashod	Atlas Hod	Salvage	scrap items/2x3_Atlas_Hod	2	3	False	None		True	False	True	
scrapItem-bandinanmininghandpick	Bandinan Mining Handpick	Salvage	scrap items/2x3_Bandinan_Mining_Handpick	2	3	False	None		True	False	True	
scrapItem-brittlerake	Brittle Old Rake	Salvage	scrap items/2x3_Brittle_rake2	2	3	False	None		True	False	True	
scrapItem-loomshuttle	Loom Shuttle	Salvage	scrap items/2x3_Loom_Shuttle	2	3	False	None		True	False	True	
scrapItem-saborianblowtorch	Saborian Blowtorch	Salvage	scrap items/2x3_Saborian_Blowtorch	2	3	False	None		True	False	True	
scrapItem-shardofmooncraft	Shard of a Moon Craft	Salvage	scrap items/2x3_Shard_Of_Moon_Craft2	2	3	False	None		True	False	True	
scrapItem-ululatinghornofbargojiu	Ululating Horn of Bargo Jiu	Salvage	scrap items/2x3_Ululating_Horn_of_Bargo_Jiu	2	3	False	None		True	False	True	
scrapItem-cloistrapipework	Cloistra Pipework	Salvage	scrap items/2x3Cloistra_pipework	2	3	False	None		True	False	True	
scrapItem-brokenbroom	Broken Broom	Salvage	scrap items/2x4_Broom	2	4	False	None		True	False	True	
scrapItem-mellifluannarghile	Mellifluan Narghile	Salvage	scrap items/2x4_Mellifluan_Narghile	2	4	False	None		True	False	True	
scrapItem-deconstructedtelescope	Deconstructed Telescope	Salvage	scrap items/3x1.Deconstructed_Telescope	3	1	False	None		True	False	True	
scrapItem-damagedtelescope	Damaged Telescope	Salvage	scrap items/3x1_Damaged_Telescope	3	1	False	None		True	False	True	
scrapItem-bandinianpopel	Bandinian Popel	Salvage	scrap items/3x2_Bandinian_Popel	3	2	False	None		True	False	True	
scrapItem-ferrycrank	Ferry Hand Crank	Salvage	scrap items/3x2_ferry_Crank	3	2	False	None		True	False	True	
scrapItem-footstool	Dinky Footstool	Salvage	scrap items/3x2_Footstool	3	2	False	None		True	False	True	
scrapItem-herderssaddlebag	Herder's Saddlebag	Salvage	scrap items/3x2_Herders_Saddlebag	3	2	False	None		True	False	True	
scrapItem-industrialloomparts	Industrial Loom Parts	Salvage	scrap items/3x2_Industrial_Loom_Parts	3	2	False	None		True	False	True	
scrapItem-ishgiruanhorntrumpet	Ishgiruan Horn Trumpet	Salvage	scrap items/3x2_Ishgiruan_Horn_Trumpet	3	2	False	None		True	False	True	
scrapItem-knottedfrillshiphorn	Knotted Frillship Horn	Salvage	scrap items/3x2_Knotted_Frillship_Horn	3	2	False	None		True	False	True	
scrapItem-lallaragoalhoop	Lallara Goal Hoop	Salvage	scrap items/3x2_Lallara_Goal_Hoop	3	2	False	None		True	False	True	
scrapItem-ornithologicalbinocularvalise	Ornithological Binocular Valise	Salvage	scrap items/3x2_Ornithological_Binocular_Valise	3	2	False	None		True	False	True	
scrapItem-saborianweights	Saborian Weights	Salvage	scrap items/3x2_Saborian_Weights	3	2	False	None		True	False	True	
scrapItemselenistswoodenorrery	Selenists Wooden Orrery	Salvage	scrap items/3x2_Selenists_Wooden_Orrery	3	2	False	None		True	False	True	
scrapItem-sewingmachine	Sewing Machine	Salvage	scrap items/3x2_Sewing_Machine	3	2	False	None		True	False	True	
scrapItem-shiphandrail	Ship Handrail	Salvage	scrap items/3x2_Ship_Handrail	3	2	False	None		True	False	True	
scrapItem-beartrap	Shattered Bear Trap	Salvage	scrap items/3x3_BearTrap	3	3	False	None		True	False	True	
scrapItem-boatsiren	Boat Siren	Salvage	scrap items/3x3_Boat_Siren	3	3	False	None		True	False	True	
scrapItem-enginehousing	Engine Housing	Salvage	scrap items/3x3_Engine_Housing	3	3	False	None		True	False	True	
scrapItem-farmparts	Farm Parts	Salvage	scrap items/3x3_Farm_Parts	3	3	False	None		True	False	True	
scrapItem-farmerscartWheel	Farmers Cartwheel	Salvage	scrap items/3x3_Farmers_CartWheel	3	3	False	None		True	False	True	
scrapItem-funicularparts	Funicular Parts	Salvage	scrap items/3x3_Funicular_Parts	3	3	False	None		True	False	True	
scrapItem-generator	Defunct Generator	Salvage	scrap items/3x3_generator	3	3	False	None		True	False	True	
scrapItem-godhandcannon	Godhand Cannon Fragments	Salvage	scrap items/3x3_Godhand_Cannon_Fragments2	3	3	False	None		True	False	True	
scrapItem-grandFfrillshipporthole	Grand Frillship Porthole	Salvage	scrap items/3x3_GrandFrillship_porthole	3	3	False	None		True	False	True	
scrapItem-molinbrandprocessor	Molin Brand Processor	Salvage	scrap items/3x3_Molin_Brand_Processor2	3	3	False	None		True	False	True	
scrapItem-ornateemptybox	Ornate Empty Box	Salvage	scrap items/3x3_Ornate_Empty_Box	3	3	False	None		True	False	True	
scrapItem-steamboatenginescrap	Steamboat Engine Scrap	Salvage	scrap items/3x3_Steam_Boat_Engine_Scrap	3	3	False	None		True	False	True	
scrapItem-vinylplayer	Vinyl Player	Salvage	scrap items/3x3_Vinyl_Player	3	3	False	None		True	False	True	
scrapItem-warlockbijouxbureau	Warlock's Bijoux Bureau	Salvage	scrap items/3x3_Warlock_Bijoux_Bureau	3	3	False	None		True	False	True	
scrapItem-steamerstack	Steamer Stack	Salvage	scrap items/3x4_SteamerStack	3	4	False	None		True	False	True	
scrapItem-beetlebloodlinen	Beetle Blood Linen	Salvage	scrap items/4x2_Beetle_Blood_Linen1	4	2	False	None		True	False	True	
scrapItem-Godhandcagebar	Godhand Cage Bar	Salvage	scrap items/4x2_Godhand_Cage_Bar2	4	2	False	None		True	False	True	
scrapItem-grandmooringrope	Grand Mooring Rope	Salvage	scrap items/4x2_saborian_Grand_mooring_rope	4	2	False	None		True	False	True	
scrapItem-shelving	Shelving	Salvage	scrap items/4x2_Shelving	4	2	False	None		True	False	True	
scrapItem-imperialturret	Imperial Turret	Salvage	scrap items/4x3_imperial_turret	4	3	False	None		True	False	True	
scrapItem-knackeredshiphatch	Knackered Ship Hatch	Salvage	scrap items/4x3_knackered_Ship_Hatch	4	3	False	None		True	False	True	
scrapItem-miningliftparts	Mining Lift Parts	Salvage	scrap items/4x3_Mining_Lift_Parts2	4	3	False	None		True	False	True	
scrapItem-mountedcannon	Mounted Cannon	Salvage	scrap items/4x3_Mounted_Canon	4	3	False	None		True	False	True	
scrapItem-saborianhowitzerbits	Saborian Howitzer Bits	Salvage	scrap items/4x3_Saborian_Howitzer_Bits2	4	3	False	None		True	False	True	
scrapItem-smalltable	Small Table	Salvage	scrap items/4x3_Small_table	4	3	False	None		True	False	True	
scrapItem-tapestry	Tapestry	Salvage	scrap items/4x3_Tapestry	4	3	False	None		True	False	True	
scrapItem-dismantledorgan	Dismantled Organ	Salvage	scrap items/4x4_Dismantled_Organ	4	4	False	None		True	False	True	
scrapItem-steamboatwheelblades	Steamboat Wheel Blades	Salvage	scrap items/5x3_Steamboat_Wheel_Blades	5	3	False	None		True	False	True	
scrapItem-crumpledicebreaker	Crumpled Icebreaker	Salvage	scrap items/5x4_Crumpled_Icebreaker	4	3	False	None		True	False	True	
scrapItem-steamboathogchain	Steamboat Hog Chain	Salvage	scrap items/6x2_Steamboat_hog_chain	4	3	False	None		True	False	True	
scrapItem-Founder's Tome	Founder's Tome	Founder's Pack	scrap items/2x2.Book.Of.Entitlement	2	2	False	None		True	False	False	
scrapItem-woodenbowl			scrap items/2x2_Wooden_bowl	2	2	False	None		True	False	False	
head_christmas	Antlers of Kif	Founder's Pack	clothing/heads/3x2_head_christmas_male	3	2	True	Head		True	False	False	
head_skullmask	Barguan Skull Mask	Founder's Pack	clothing/heads/2x2_head_skullmask_male	2	2	True	Head		True	True	False	
head_hoodVariantA	Clawscarf of Capulca	Founder's Pack	clothing/heads/2x2_head_hoodVariantA_male	2	2	True	Head		True	True	False	
head_devhat	Developer's Cap	-	clothing/heads/2x2_head_devhat_male	2	2	True	Head		True	False	False	
head_pioneer	Drissian Cowl	Pioneer Edition	clothing/heads/2x2_head_pioneer_male	2	2	True	Head		True	False	False	
head_goatmask	Forgotten Horns of the Olk	-	clothing/heads/2x2_head_goatmask_male	2	2	True	Head		True	False	False	
head_bargu_mask	Mask of the Bargu	Steam Items	clothing/heads/3x3_head_bargu_mask_male	3	3	True	Head		True	True	False	
head_intucki_mask	Mask of the Intucki	Steam Items	clothing/heads/2x2_head_intucki_mask_male	2	2	True	Head		True	True	False	
head_tamoe_mask	Mask of the Tamoe	Steam Items	clothing/heads/2x2_head_tamoe_mask_male	2	2	True	Head		True	True	False	
head_yharma_mask	Mask of the Yharma	Steam Items	clothing/heads/2x2_head_yharma_mask_male	2	2	True	Head		True	True	False	
head_christmas_2018	Natiq Mask	Steam Items	clothing/heads/2x2_head_christmas_2018_male	2	2	True	Head		True	False	False	
torso_tribal_skeleton	Barguan Skeleton Paint	Founder's Pack	clothing/torsos/2x3_torso_tribal_skeleton_male	2	3	True	Body		True	True	False	
torso_devjacket	Developer's Jacket	-	clothing/torsos/2x3_torso_devjacket_male	2	3	True	Body		True	True	False	
torso_christmas_2018	Kahi Ceremony Parka	Steam Items	clothing/torsos/2x3_torso_christmas_2018_male	2	3	True	Body		True	False	False	
torso_tribal_tamoe	Tamoe War Belt	Steam Items	clothing/torsos/2x3_torso_tribal_tamoe_male	2	3	True	Body		True	False	False	
torso_summer_male	Vinicoti Holiday Beads	Steam Items	clothing/torsos/2x3_torso_summer_male	2	3	True	Body		True	False	False	
legs_tribal_skeleton	Barguan Skeleton Skirt	Founder's Pack	clothing/legs/2x4_legs_tribal_skeleton_male	2	4	True	Feet		True	True	False	
legs_christmas_2018	Kahi Ceremony Leggings	Steam Items	clothing/legs/2x4_legs_christmas_2018_male	2	4	True	Feet		True	False	False	
legs_tribal_tamoe	Tamoe Skirt	Steam Items	clothing/legs/2x4_legs_tribal_tamoe_male	2	4	True	Feet		True	False	False	
legs_summer	Vinicoti Holiday Wrap	Steam Items	clothing/legs/2x4_legs_summer_male	2	4	True	Feet		True	False	False	
head_scarf			clothing/heads/2x2_head_scarf_male	2	2	True	Head		True	False	False	
head_bandana			clothing/heads/2x2_head_bandana_male	2	2	True	Head		True	False	False	
torse_squireVariantA			clothing/torsos/2x3_torso_squireVariantA_male	2	3	True	Body		True	False	False	
torso_ponchoVariantB			clothing/torsos/2x3_torso_ponchoVariantB_male	2	3	True	Body		True	False	False	
torso_engineer			clothing/torsos/2x3_torso_engineer_male	2	3	True	Body		True	False	False	
torso_wanderer			clothing/torsos/2x3_torso_wanderer_male	2	3	True	Body		True	False	False	
legs_boots			clothing/legs/2x4_legs_boots_male	2	4	True	Feet		True	False	False	
legs_shorts			clothing/legs/2x4_legs_shorts_male	2	4	True	Feet		True	False	False	
legs_wrap			clothing/legs/2x4_legs_wrap_male	2	4	True	Feet		True	False	False	
legs_belts			clothing/legs/2x4_legs_belts_male	2	4	True	Feet		True	False	False	
head_turban			clothing/heads/2x2_head_turban_male	2	2	True	Head		True	False	False	
head_banditmask			clothing/heads/2x2_head_banditmask_male	2	2	True	Head		True	False	False	
head_banditmaskpekoe			clothing/heads/2x2_head_banditmaskpekoe_male	2	2	True	Head		True	False	False	
head_kitsunemask			clothing/heads/2x2_head_kitsunemask_male	2	2	True	Head		True	False	False	
head_lallarahelm			clothing/heads/2x2_head_lallarahelm_male	2	2	True	Head		True	False	False	
torso_bandages_ninja			clothing/torsos/2x3_torso_bandages_ninja_male	2	3	True	Body		True	False	False	
torso_bandages_scales			clothing/torsos/2x3_torso_bandages_scales_male	2	3	True	Body		True	False	False	
legs_goner			clothing/legs/2x4_legs_goner_male	2	4	True	Feet		True	False	False	
head_metal			clothing/heads/2x2_head_metal_male	2	2	True	Head		True	False	False	
head_artisan			clothing/heads/2x2_head_artisan_male	2	2	True	Head		True	False	False	
head_gogglecap			clothing/heads/2x2_head_gogglecap_male	2	2	True	Head		True	False	False	
head_hawkhelm			clothing/heads/2x2_head_hawkhelm_male	2	2	True	Head		True	False	False	
head_owl			clothing/heads/2x2_head_owl_male	2	2	True	Head		True	False	False	
head_horned	Horns		clothing/heads/4x2_head_horned_male	4	2	True	Head		True	False	False	
head_merchant			clothing/heads/2x2_head_merchant_male	2	2	True	Head		True	False	False	
head_ishgiruan_pilot			clothing/heads/2x2_head_ishgiruan_pilot_male	2	2	True	Head		True	False	False	
head_navigator			clothing/heads/2x2_head_navigator_male	2	2	True	Head		True	False	False	
head_moebius			clothing/heads/2x3_head_moebius_male	2	3	True	Head		True	False	False	
head_rogue			clothing/heads/2x2_head_rogue_male	2	2	True	Head		True	False	False	
head_pilotcap			clothing/heads/2x2_head_pilotcap_male	2	2	True	Head		True	False	False	
torso_scales			clothing/torsos/2x3_torso_scales_male	2	3	True	Body		True	False	False	
torso_engineerVariantA			clothing/torsos/2x3_torso_engineerVariantA_male	2	3	True	Body		True	False	False	
torso_ishgiruan_pilot			clothing/torsos/2x3_torso_ishgiruan_pilot_male	2	3	True	Body		True	False	False	
torso_combo			clothing/torsos/2x3_torso_combo_male	2	3	True	Body		True	False	False	
torso_ishgiruan_pilot_variantA			clothing/torsos/2x3_torso_ishgiruan_pilot_variantA_male	2	3	True	Body		True	False	False	
torso_ishgiruan_pilot_variantB			clothing/torsos/2x3_torso_ishgiruan_pilot_variantB_male	2	3	True	Body		True	False	False	
torso_ponchoB			clothing/torsos/2x3_torso_ponchoB_male	2	3	True	Body		True	False	False	
torso_ponchoBVariantA			clothing/torsos/2x3_torso_ponchoBVariantA_male	2	3	True	Body		True	False	False	
torso_neckguard			clothing/torsos/2x3_torso_neckguard_male	2	3	True	Body		True	False	False	
torso_squire			clothing/torsos/2x3_torso_squire_male	2	3	True	Body		True	False	False	
torso_pirate			clothing/torsos/2x3_torso_pirate_male	2	3	True	Body		True	False	False	
