

,,MATERIAL CLASS,WEIGHT,POWER FOR COMBUSTION,,,,,,,,,,POWER FOR PROPELLER
,Titanium,m,0.3,0.257197888423719,0.277628646619818,0.298059404815916,0.318490163012015,0.338920921208114,0.359351679404212,0.379782437600311,0.400213195796409,0.420643953992508,0.441074712188607,0.0652729740471436,0.06987718088601,0.0744813877248764,0.0790855945637427,0.0836898014026092,0.0882940082414755,0.0928982150803419,0.0975024219192083,0.102106628758075,0.106710835596941
,Tungsten,m,0.8,0.371971160401478,0.402477654385133,0.432984148368787,0.463490642352442,0.493997136336097,0.524503630319752,0.555010124303407,0.585516618287062,0.616023112270717,0.646529606254372,0.0350170062588202,0.0368314518092196,0.0386458973596189,0.0404603429100182,0.0422747884604175,0.0440892340108169,0.0459036795612162,0.0477181251116155,0.0495325706620149,0.0513470162124142
,Ash,w,0.26,,,,,,,,,,,0.0354067559905866,0.0390759311864184,0.0427451063822503,0.0464142815780822,0.050083456773914,0.0537526319697459,0.0574218071655778,0.0610909823614096,0.0647601575572415,0.0684293327530734
,Birch,w,0.24,,,,,,,,,,,0.036712347219658,0.0389397951038461,0.0411672429880341,0.0433946908722222,0.0456221387564102,0.0478495866405982,0.0500770345247863,0.0523044824089743,0.0545319302931624,0.0567593781773504
,Cedar,w,0.15,,,,,,,,,,,0.0136047083307691,0.0145040312149571,0.0154033540991452,0.0163026769833333,0.0172019998675213,0.0181013227517094,0.0190006456358974,0.0198999685200855,0.0207992914042735,0.0216986142884616
,Chestnut,w,0.19,,,,,,,,,,,0.0193641380301604,0.0201946526476057,0.0210251672650509,0.0218556818824962,0.0226861964999414,0.0235167111173867,0.024347225734832,0.0251777403522772,0.0260082549697225,0.0268387695871677
,Elm,w,0.22,,,,,,,,,,,0.019116861108547,0.020367746492735,0.0216186318769231,0.0228695172611111,0.0241204026452991,0.0253712880294871,0.0266221734136752,0.0278730587978632,0.0291239441820512,0.0303748295662393
,Hemlock,w,0.17,,,,,,,,,,,0.0190430763863248,0.0216416180205128,0.0242401596547008,0.0268387012888889,0.0294372429230769,0.032035784557265,0.034634326191453,0.0372328678256411,0.0398314094598291,0.0424299510940172
,Oak,w,0.28,,,,,,,,,,,0.0282530269190492,0.030527985980939,0.0328029450428287,0.0350779041047184,0.0373528631666081,0.0396278222284978,0.0419027812903875,0.0441777403522772,0.046452699414167,0.0487276584760567
,Palm,w,0.31,,,,,,,,,,,0.0368679432051984,0.0388308779139678,0.0407938126227373,0.0427567473315068,0.0447196820402763,0.0466826167490457,0.0486455514578152,0.0506084861665847,0.0525714208753541,0.0545343555841236
